orcid_id;begin;end;role;institution;city;country;speciality
0000-0003-2827-1569;1999;2003;Bachelor;New York University;New York;US; None
0000-0001-7503-8685;2008;2012;Bachelor;Université de Poitiers;Poitiers;FR; None
0000-0001-9461-7834;2016;2020;Bachelor;Escola de Ciências Sociais FGV/CPDOC;Rio de Janeiro;BR; Sociais e Politicos
0000-0001-5759-4944;2005;2009;Bachelor;Université Paris-Sorbonne;Paris;FR;" ""UFR d'Histoire de l'Art et d'Archéologie"""
0000-0002-1470-7723;2022;;Associate Vice-President, Research Oversight and Analysis;University of Waterloo;Waterloo;CA;Office of Research
0000-0001-6801-0852;;;Associate University Librarian;" ""Saint Mary's University""";Halifax;CA;Patrick Power Library
0000-0002-4352-2154;2012;2015;Associate researcher;University of Exeter;Exeter;GB;History
0000-0001-5759-4944;2018;2019;Associate researcher;Laboratoire de mathématiques Jean Leray;Nantes;FR;Équipe Statistique, Probabilités et Analyse Numérique
0000-0001-5759-4944;2018;;Associate researcher;Institut de Recherche sur les Archéomatériaux;Pessac;FR; Centre de Recherche en Physique Appliquée à l'Archéologie
0000-0002-4345-0533;2021;;Associate Professor;University of Illinois;Urbana;US;School of Information Sciences
0000-0002-1709-2314;2011;2020;Associate Professor;University of Pittsburgh at Greensburg;Greensburg;US;Humanities Division
0000-0003-2004-5161;2013;;Associate Professor;University of Saskatchewan;Saskatoon;CA;History
0000-0002-1470-7723;2017;;Associate Professor;University of Waterloo;Waterloo;CA;History
0000-0002-1568-8843;2018;;Associate Professor;University of Prince Edward Island;Charlottetown;CA;Faculty of Arts
0000-0002-4345-0533;2012;2021;Associate Professor;Northeastern University;Boston;US;English
0000-0002-9881-682X;2015;2016;Associate Professor;Carnegie Mellon University;Pittsburgh;US;English
0000-0002-9881-682X;2016;;Associate Professor;Carnegie Mellon University;Pittsburgh;US;English
0000-0002-5406-8807;2015;;Associate Professor;Rhode Island College;Providence;US;English
0000-0002-2877-0539;2013;2015;Associate Professor;Universidad de Bogotá Jorge Tadeo Lozano;Bogota;CO;Department of Humanities
0000-0003-3696-4189;2010;2020;Associate Professor;Umeå University;Umeå;SE;Department of Historical, Philosophical, and Religious Studies
0000-0002-4345-0533;2021;;Associate Professor;University of Illinois;Urbana;US;Department of English
0000-0002-4145-0521;1985;;Associate Professor;University of Alicante;Alicante;ES;Departament of Software and Computing Systems
0000-0002-8174-4524;2015;;Associate Professor;Universidad Del Rosario;Bogota;CO; School of Human Sciences
0000-0002-7883-2996;2005;2018;Associate Director;George Mason University;Fairfax;US;Roy Rosenzweig Center for History and New Media
0000-0002-2480-4746;;;Associate Director;Digital Humanities Summer Institute;Victoria;CA; None
0000-0002-9058-2280;2017;;Assistant Professor;University of Denver;Denver;US;Research Methods and Information Science
0000-0002-9364-2808;2020;;Assistant Professor;The University of Alabama;Tuscaloosa;US;Religious Studies
0000-0002-9192-6233;2019;;Assistant Professor;University of Nebraska-Lincoln;Lincoln;US;Modern Languages and Literatures
0000-0002-1020-3050;2019;;Assistant Professor;University of Texas at Dallas;Richardson;US;Mathematics
0000-0003-2158-866X;2016;2019;Assistant Professor;New York University;New York;US;Library and Information Science
0000-0001-8584-8323;;;Assistant Professor;Purdue University;Lafayette;US;Library and Information Science
0000-0003-4558-3310;2021;;Assistant Professor;University of Washington;Seattle;US;Information School
0000-0002-1709-2314;2004;2011;Assistant Professor;University of Pittsburgh at Greensburg;Greensburg;US;Humanities Division
0000-0002-5958-9038;2019;;Assistant Professor;University of North Georgia;Dahlonega;US;History, Anthropology & Philosophy
0000-0001-5116-3828;2016;2019;Assistant Professor;National Research University Higher School of Economics;Moscow;RU;History
0000-0003-2192-7860;2014;;Assistant Professor;Creighton University;Omaha;US;History
0000-0003-4776-0261;2016;;Assistant Professor;University of California;Santa Barbara;US;History
0000-0002-1470-7723;2012;2017;Assistant Professor;University of Waterloo;Waterloo;CA;History
0000-0003-2897-2090;2021;;Assistant Professor;Texas A&M University ;College Station;US;English
0000-0003-2696-1419;2018;;Assistant Professor;Texas Christian University;Fort Worth;US;English
0000-0003-4125-2813;2014;2017;Assistant Professor;SUNY New Paltz Department of English;New Paltz;US;English
0000-0002-9881-682X;2010;2015;Assistant Professor;Carnegie Mellon University;Pittsburgh;US;English
0000-0002-2877-0539;2016;2019;Assistant Professor;Universidad de los Andes;Bogota;CO;Department of Philosophy
0000-0002-2877-0539;2019;;Assistant Professor;Universidad de los Andes;Bogota;CO;Department of Literature
0000-0003-3867-9138;2020;;Assistant Professor;Denison University;Granville;US;Data Analytics
0000-0002-4295-895X;2020;;Assistant Professor;Pennsylvania State University;University Park;US;College of Liberal Arts
0000-0002-0237-2532;2017;;Assistant Professor;Université du Luxembourg;Luxembourg;LU;C2DH
0000-0003-2652-5799;2018;;Assistant Professor;Universidad de los Andes;Bogota;CO;Arts and Humanities
0000-0001-5759-4944;2014;;Assistant Professor;Université Bordeaux Montaigne;Pessac;FR;Art & Archeology
0000-0002-3201-8462;2019;;Assistant Professor;Wellesley College;Wellesley;US;Art
0000-0002-1020-3050;2016;2019;Assistant Professor;University of Texas Southwestern Medical Center;Dallas;US;Medical Center
0000-0002-1568-8843;;;Assistant Professor;Arizona State University;Tempe;US; None
0000-0002-2480-4746;;;Assistant Director;Electronic Textual Cultures Lab;Victoria;CA;Open Knowledge Intiative
0000-0002-4429-136X;2018;2019;Assistant Director;Susquehanna University;Selinsgrove;US;Library and Information Science
0000-0001-6959-6605;2016;2016;artist;Queen Mary University of London;London;GB;" ""People's Palace Projects"""
0000-0003-4981-1587;2002;2004;Archives Assistant;Northeastern University;Boston;US;Archives
0000-0003-4981-1587;2004;2005;Archives Assistant;Massachusetts Institute of Technology;Cambridge;US;Archives
0000-0001-7526-1166;2018;;Adjunct Techer;Universidad Industrial de Santander;Bucaramanga;CO;History
0000-0001-5519-8331;2013;2014;Adjunct Professor;Virginia Polytechnic Institute and State University;Blacksburg;US;History
0000-0003-4981-1587;2014;2015;Adjunct Professor;Emmanuel College;Boston;US;History
0000-0003-4981-1587;2012;;Adjunct Professor;University of New Hampshire;Manchester;US;History
0000-0002-5958-9038;2013;2018;Adjunct Instructor;George Mason University;Fairfax;US;History & Art History
0000-0003-1891-1112;2010;2010;Adjunct Faculty;Wayne State University;Detroit;US;School of Information Sciences
0000-0003-4158-6186;2013;2016;Academic Technology Specialist;Stanford University;Stanford;US;Stanford University Libraries
0000-0001-5802-6623;2018;;Academic Technology Specialist;Stanford University;Stanford;US;Division of Literatures, Cultures, and Languages / Library
0000-0002-3752-9536;2015;;Academic Fellow;Università Bocconi;Milano;IT;Language Center
0000-0001-9149-9377;;; None;Ruhr-Universität Bochum;Bochum;DE;Zentrale wissenschaftliche Einrichtung CERES
0000-0002-7998-940X;2007;2016; None;University of Oregon;Eugene;US;University Libraries
0000-0002-5750-5988;2020;; None;University of Washington;Seattle;US;Sociology
0000-0001-9149-9377;;; None;Ruhr-Universität Bochum;Bochum;DE;RUB Research School (RUB-RS)
0000-0003-4629-8888;2016;; None;University of Richmond;Richmond;US;Rhetoric and Communication Studies
0000-0002-0688-3006;;; None;University of Oxford;Oxford;GB;Oxford e-Research Centre
0000-0001-6778-4610;2003;2010; None;National and Kapodistrian University of Athens;Athens;GR;Modern Greek Literature 
0000-0001-6778-4610;2015;2017; None;Huygens ING;Den Haag;NL;Library and Information Science
0000-0001-6778-4610;2011;2012; None;University College London;London;GB;Library and Information Science
0000-0001-9149-9377;2016;; None;Ruhr-Universität Bochum;Bochum;DE;Lehrstuhl für Religionswissenschaft
0000-0001-9288-1754;2005;2007; None;CNAM;Paris;FR;INTD (Documentation)
0000-0002-8916-4997;2020;; None;Universidad Internacional de La Rioja;Barcelona;ES;Humanities
0000-0003-2646-6784;2017;2019; None;University of Vienna;Vienna;AT;History
0000-0003-3617-2560;2009;; None;Universidade Federal de São Paulo - Campus Guarulhos;Guarulhos;BR;History
0000-0002-3752-9536;2012;2015; None;Università degli Studi di Bergamo;Bergamo;IT;Dottorato di Ricerca (Ph.D) in Letterature Euro-Americane - XXV Ciclo
0000-0002-8453-7221;2020;; None;University of Gothenburg;Gothenburg;SE;Department of Swedish
0000-0001-9288-1754;2000;2005; None;Université Paris Sud;Orsay;FR;Computer science
0000-0002-1367-1618;2015;2016; None;University of Zurich;Zurich;CH;Computer Science
0000-0002-8916-4997;2016;2019; None;Universität zu Köln;Koln;DE;Cologne Center for eHumanities
0000-0001-9149-9377;;; None;Ruhr-Universität Bochum;Bochum;DE;Centrum für Religionswissenschaftliche Studien (CERES)
0000-0003-2646-6784;2015;2020; None;Austrian Academy of Sciences;Vienna;AT;Austrian Center for Digital Humanities
0000-0002-6834-0250;;; None;Université libre de Bruxelles (ULB);Brussels;BE; None
0000-0003-2646-6784;;; None;Vrije Universiteit Amsterdam;Amsterdam;NL; None
0000-0002-7998-940X;2004;2007; None;Georgia Institute of Technology;Atlanta;US; None
0000-0002-8916-4997;2019;; None;Berlin-Brandenburgische Akademie der Wissenschaften;Berlin;DE; None
0000-0002-3812-7010;;; None;University of Colorado Boulder;Boulder;US; None
0000-0002-1951-6942;2005;2009; None;Ecole Normale Supérieure;Cachan;FR; None
0000-0003-2192-7860;2011;2014; None;Clemson University;Clemson;US; None
0000-0003-1891-1112;;2004; None;University of Michigan Dearborn;Dearborn;US; None
0000-0002-9115-4739;2018;; None;University of Denver;Denver;US; None
0000-0003-1891-1112;;2007; None;Wayne State University;Detroit;US; None
0000-0002-4903-1372;2004;2020; None;" ""Ministère de l'Éducation Nationale""";France;FR; None
0000-0001-5116-3828;2020;; None;University of Florida;Gainesville;US; None
0000-0003-1891-1112;2007;2012; None;McMaster University;Hamilton;CA; None
0000-0002-8453-7221;;2020; None;University of Helsinki;Helsinki;FI; None
0000-0001-6778-4610;2014;2018; None;University of Ioannina ;Ioannina;GR; None
0000-0003-2646-6784;2021;2021; None;Donau-Universität Krems;Krems;AT; None
0000-0001-9149-9377;2005;2005; None;Universität Leipzig;Leipzig;DE; None
0000-0001-5318-9167;;; None;University of Limoges;Limoges;FR; None
0000-0003-2852-065X;2005;2006; None;Universidade de Lisboa;Lisboa;PT; None
0000-0002-9433-2799;;; None;Universidade NOVA de Lisboa;Lisboa;PT; None
0000-0002-9433-2799;;; None;Universidade NOVA de Lisboa;Lisboa;PT; None
0000-0002-4387-3384;2016;2018; None;Getty Research Institute;Los Angeles;US; None
0000-0002-1650-1091;;; None;Universidad Carlos III de Madrid;Madrid;ES; None
0000-0002-1456-7812;;; None;Open University;Milton Keynes;GB; None
0000-0002-2475-3184;2015;2016; None;McGill University School of Information Studies;Montreal;CA; Information Studies
0000-0002-1951-6942;2019;; None;" ""Groupe d'étude des méthodes de l'analyse sociologique de la Sorbonne""";Paris;FR; None
0000-0002-1695-8497;2002;2008; None;Ecole des Hautes Etudes en Sciences Sociales;Paris;FR; None
0000-0002-1695-8497;1997;2003; None;Ecole Normale Supérieure;Paris;FR; None
0000-0002-1951-6942;2020;; None;Sciences Po;Paris;FR; None
0000-0002-1951-6942;2018;2019; None;Université Sorbonne Paris Cité;Paris;FR; None
0000-0003-1275-4101;;; None;University of Pittsburgh;Pittsburgh;US; None
0000-0001-5318-9167;;; None;CNRS;Poitiers;FR; None
0000-0001-5318-9167;;; None;Université de Poitiers;Poitiers;FR; None
0000-0002-0276-8078;;; None;University of St Andrews;St Andrews;GB; None
0000-0003-1891-1112;2012;; None;York University;Toronto;CA; None
0000-0003-2192-7860;2005;2011; None;University of Illinois;Urbana;US; None
0000-0003-4722-4610;;; None;Université de Lille;Lille;FR;" ""Sciences de l'Information et du Document"""
0000-0001-5759-4944;2010;2011;Msc;Université Bordeaux Montaigne;Pessac;FR;Art & Archeology
